NAME,TYPE,SLOT,CLASS,RACE,MATERIAL,SIZE,WEIGHT,VALUE,RENT,ML,ABILITIES,FLAGS,SPELL_NAME,SPELL_LVL,SPELL_REMAIN_CHG,SPELL_MAX_CHG,AP_APPLY,CUSTOM,BINDING,SOCKET_REMAIN,SOCKET_DICE1,SOCKET_DICE2,SOCKET_AC,SOCKET_PROF,ENCHANT_RENT_ADD,ENCHANT_AC_ADD,ENCHANT_DICE1_ADD,ENCHANT_DICE2_ADD,ENCHANT_SOCKETS_USED,DAM_TYPE,DAM_DICE,DAM_AVG,REQ_WEAP_SKILL,AFFECT,PROF_MOD,CAST,MOB,ZONE,ORIG_RAW
"the Axe of the Mountain Lords",WEAPON,WIELD,WARRIOR,NONE,iron,normal,15,80000,8000,20,NONE,ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,12D2,18.0,slash attack,4DAMROLL 40MAXHIT,,,"Goro, Honu chieftain","Darkmire","Object 'the Axe of the Mountain Lords', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: WARRIOR 
Race restrictions: NONE 
Object Material: iron
Size: normal
Weight: 15, Value: 80000, Rent: 8000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '12D2', Average Damage 18.0.
Requires Weapon Skill: slash attack
Can affect you as:
   MAXHIT By 40
   DAMROLL By 4"
"a rams-head hammer",KEY,HOLD,NONE,NONE,iron,special,3,0,0,0,NONE,!RENT MAGIC,,,,,,,,,,,,,,,,,,,,,,,,,"Goro, Honu chieftain","Darkmire","Object 'a rams-head hammer', Item type: KEY
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: special
Weight: 3, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !RENT MAGIC "
"a vial of medicine",LIQ_CONTAINER,,NONE,NONE,glass,special,1,1400,350,0,NONE,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Jurgen, doctor of Juris","Juris","Object 'a vial of medicine', Item type: LIQ_CONTAINER
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 1400, Rent: 350, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE "
"a stuffed bear named 'Miss Kitty'",OTHER,HOLD,NONE,NONE,unknown,special,1,250,62,0,IMPROVED_INVIS,UNBREAKABLE GOOD_FLAGGED,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1CHA,,,"Kyoma, youngest son of Goro","Darkrime","Object 'a stuffed bear named 'Miss Kitty'', Item type: OTHER
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 1, Value: 250, Rent: 62, Min Level: 0
Item will give you following abilities:  IMPROVED_INVIS 
Item is: UNBREAKABLE GOOD_FLAGGED 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   CHA By 1"
"an aloe tincture",POTION,HOLD,NONE,NONE,organic,special,1,9200,1450,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(heal light),"forage","hill terrain","Object 'an aloe tincture', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 9200, Rent: 1450, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 40:
   heal light"
"a basilisk shedding",STAFF,HOLD,NONE,NONE,organic,special,3,48000,3500,20,NONE,PC_USE_ONLY,paralyze,40,3,3,,,,,,,,,,,,,,,,,,,,,"forage","hill terrain","Object 'a basilisk shedding', Item type: STAFF
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 3, Value: 48000, Rent: 3500, Min Level: 20
Item will give you following abilities:  NONE 
Item is: PC_USE_ONLY 
Spell: paralyze at level 40, 3 (of 3) charges remaining"
"some white mountain berries",FOOD,HOLD,NONE,NONE,organic,special,0,0,0,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(cure light),"forage","mountain terrain","Object 'some white mountain berries', Item type: FOOD
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 25:
   cure light"
"a yarrow potion",POTION,HOLD,NONE,NONE,organic,special,0,0,0,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(sovereign heal),"forage","hill terrain","Object 'a yarrow potion', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 40:
   sovereign heal"
"a bundle of mistletoe",WAND,HOLD,NONE,NONE,unknown,special,5,36500,5000,20,NONE,NONE,charm person,40,20,20,,,,,,,,,,,,,,,,,,,,,"forage","hill terrain","Object 'a bundle of mistletoe', Item type: WAND
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 5, Value: 36500, Rent: 5000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: NONE 
Spell: charm person at level 40, 20 (of 20) charges remaining"
"a small vial of arcanaloth blood",ENCHANT_MATERIAL,,NONE,NONE,glass,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,1250,0,0,0,1,,,,,6MAXMANA,,,random,random,"Object 'a small vial of arcanaloth blood', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 1250, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   MAXMANA By 6"
"a droplet of unmelting ice",WORN,NECK,PRIEST WIZARD,NONE,ice,special,1,124400,12440,25,AIRWALK SUSTAIN,MAGIC ANTI_EVIL UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,10MAXMANA,,,"Kalinda","Darkmire","Object 'a droplet of unmelting ice', Item type: WORN
Can be worn on: TAKE NECK 
Class restrictions: PRIEST WIZARD 
Race restrictions: NONE 
Object Material: ice
Size: special
Weight: 1, Value: 124400, Rent: 12440, Min Level: 25
Item will give you following abilities:  AIRWALK SUSTAIN 
Item is: MAGIC ANTI_EVIL UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXMANA By 10"
"Ioun stone",WORN,NECK BODY HEAD LEGS HANDS ARMS ABOUT WAIST WRIST,NONE,NONE,unknown,special,1,100000,25000,20,SUSTAIN,GLOW MAGIC CURSED UNIQUE UNBREAKABLE !IDENTIFY,,,,,,,,,,,,,,,,,,,,,,,,,"","Mt Hate","Object 'Ioun stone', Item type: WORN
Can be worn on: TAKE NECK BODY HEAD LEGS HANDS ARMS ABOUT WAIST WRIST 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 1, Value: 100000, Rent: 25000, Min Level: 20
Item will give you following abilities:  SUSTAIN 
Item is: GLOW MAGIC CURSED UNIQUE UNBREAKABLE !IDENTIFY "
"an Axe of the Dragon",WEAPON,WIELD,MAGIC_USER CLERIC FIGHTER PALADIN RANGER,NONE,mithril,special,30,17980,15000,30,NONE,INVISIBLE MAGIC UNIQUE UNBREAKABLE MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,6D5,18.0,slash attack,1ATK_/_2_ROUNDS 4DAMROLL 6FIRE_DMG 50RESIST_FIRE,,,"Flagg the Sorceror","Mortimer","Object 'an Axe of the Dragon', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: MAGIC_USER CLERIC FIGHTER PALADIN RANGER 
Race restrictions: NONE 
Object Material: mithril
Size: special
Weight: 30, Value: 17980, Rent: 15000, Min Level: 30
Item will give you following abilities:  NONE 
Item is: INVISIBLE MAGIC UNIQUE UNBREAKABLE MAIN_HAND_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '6D5', Average Damage 18.0.
Requires Weapon Skill: slash attack
Can affect you as:
   ATK_/_2_ROUNDS By 1
   DAMROLL By 4
   RESIST_FIRE By 50
   FIRE_DMG By 6"
"a silvery lace cap",ARMOR,HEAD,NONE,NONE,cotton,normal,2,80000,20000,0,DREAMSIGHT,ANTI_EVIL UNBREAKABLE,,,,,10,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,20MAXMANA 1WIS,,,"","","Object 'a silvery lace cap', Item type: ARMOR
Can be worn on: TAKE HEAD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: cotton
Size: normal
Weight: 2, Value: 80000, Rent: 20000, Min Level: 0
Item will give you following abilities:  DREAMSIGHT 
Item is: ANTI_EVIL UNBREAKABLE 
AP-apply is 10
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   WIS By 1
   MAXMANA By 20"
"a silver leaf girdle",ARMOR,WAIST,PRIEST,NONE,gold,normal,1,28000,7000,20,NONE,UNBREAKABLE,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2CON 2SPELL_CRIT_PCT 3SPELL_DMG 1WIS,,,"","","Object 'a silver leaf girdle', Item type: ARMOR
Can be worn on: TAKE WAIST 
Class restrictions: PRIEST 
Race restrictions: NONE 
Object Material: gold
Size: normal
Weight: 1, Value: 28000, Rent: 7000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   WIS By 1
   CON By 2
   SPELL_DMG By 3
   SPELL_CRIT_PCT By 2"
"a grey hooded cloak",WORN,ABOUT,NONE,NONE,cotton,normal,4,20000,5000,15,AIRWALK DREAMSIGHT INVIS_TO_ENEMIES,ANTI_EVIL UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-10ARMOR_POINTS 1DAMROLL 2DEX,,,"","","Object 'a grey hooded cloak', Item type: WORN
Can be worn on: TAKE ABOUT 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: cotton
Size: normal
Weight: 4, Value: 20000, Rent: 5000, Min Level: 15
Item will give you following abilities:  AIRWALK DREAMSIGHT INVIS_TO_ENEMIES 
Item is: ANTI_EVIL UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DEX By 2
   ARMOR_POINTS By -10
   DAMROLL By 1"
"the blade-shard of Narsil",WEAPON,HOLD,WARRIOR,NONE,mithril,special,5,60000,15000,20,DETECT_ALIGN,ANTI_EVIL UNBREAKABLE HOLDABLE_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,4D9,20.0,slash attack,2DAMROLL 25MAXHIT,,,"Strider","Imladris","Object 'the blade-shard of Narsil', Item type: WEAPON
Can be worn on: TAKE HOLD 
Class restrictions: WARRIOR 
Race restrictions: NONE 
Object Material: mithril
Size: special
Weight: 5, Value: 60000, Rent: 15000, Min Level: 20
Item will give you following abilities:  DETECT_ALIGN 
Item is: ANTI_EVIL UNBREAKABLE HOLDABLE_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '4D9', Average Damage 20.0.
Requires Weapon Skill: slash attack
Can affect you as:
   MAXHIT By 25
   DAMROLL By 2"
"the hilt-shard of Narsil",WEAPON,WIELD,WARRIOR,NONE,mithril,special,15,300000,2000,20,NONE,MAGIC ANTI_EVIL UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,4D9,20.0,slash attack,1CON 1HIT_GAIN,,,"Strider","Imladris","Object 'the hilt-shard of Narsil', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: WARRIOR 
Race restrictions: NONE 
Object Material: mithril
Size: special
Weight: 15, Value: 300000, Rent: 2000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: MAGIC ANTI_EVIL UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '4D9', Average Damage 20.0.
Requires Weapon Skill: slash attack
Can affect you as:
   CON By 1
   HIT_GAIN By 1"
"a handful of blueberries",FOOD,HOLD,NONE,NONE,organic,special,1,800,120,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(vigorize light),"forage","hill terrain","Object 'a handful of blueberries', Item type: FOOD
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 800, Rent: 120, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 25:
   vigorize light"
"some poisonous alpine thistle sap",POISON,HOLD,NONE,NONE,organic,special,1,14300,1000,20,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,"forage","hill terrain","Object 'some poisonous alpine thistle sap', Item type: POISON
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 14300, Rent: 1000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: NONE 
This envenoms a weapon for: 3d8 damage per hit.
It damages regeneration for: 0 ticks.
It has a 0% chance to survive for an additional hit.
There are 5 uses remaining."
"some deadly nightshade poison",POISON,HOLD,NONE,NONE,organic,special,1,19200,3000,25,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,"forage","hill terrain","Object 'some deadly nightshade poison', Item type: POISON
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 19200, Rent: 3000, Min Level: 25
Item will give you following abilities:  NONE 
Item is: NONE 
This envenoms a weapon for: 7d8 damage per hit.
It damages regeneration for: 10 ticks.
It has a 25% chance to survive for an additional hit.
There are 3 uses remaining."
"a brimstone effigy",STAFF,HOLD,NONE,NONE,unknown,special,7,28000,9000,15,NONE,UNIQUE UNBREAKABLE,flamewalk,35,1,2,,,,,,,,,,,,,,,,,,7FIRE_DMG 20RESIST_COLD,,,"","","Object 'a brimstone effigy', Item type: STAFF
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 7, Value: 28000, Rent: 9000, Min Level: 15
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
Spell: flamewalk at level 35, 1 (of 2) charges remaining
Can affect you as:
   RESIST_COLD By 20
   FIRE_DMG By 7"
"A vial of devil's trumpet oil",POTION,,NONE,NONE,organic,special,1,10000,3500,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(word of recall/smite good),"forage","hill terrain","Object 'A vial of devil's trumpet oil', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 10000, Rent: 3500, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 25:
   word of recall
   smite good"
"a pixie potion",POTION,HOLD,NONE,NONE,energy,special,1,9200,1000,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(lesser electricity resistance/lesser fire resistance),"forage","hill terrain","Object 'a pixie potion', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: energy
Size: special
Weight: 1, Value: 9200, Rent: 1000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 25:
   lesser electricity resistance
   lesser fire resistance"
"a frostbite brew",POTION,,NONE,NONE,glass,special,0,2400,600,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(),"","Aurvuron Citadel","Object 'a frostbite brew', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 0, Value: 2400, Rent: 600, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 40:"
"a vial of dire wolf blood",POTION,,NONE,NONE,glass,special,1,80000,4000,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(shrink/poison/smite good),"","","Object 'a vial of dire wolf blood', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 80000, Rent: 4000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 30:
   shrink
   poison
   smite good"
"a frosted cladonia potion",POTION,HOLD,NONE,NONE,glass,special,1,15200,1500,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(healing dream),"","","Object 'a frosted cladonia potion', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 15200, Rent: 1500, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 30:
   healing dream"
"a nettle thorn potion",POTION,HOLD,NONE,NONE,organic,special,0,0,0,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(remove poison),"","","Object 'a nettle thorn potion', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 40:
   remove poison"
"a buckskin tunic",ARMOR,BODY,NONE,NONE,leather,normal,12,1770,1770,5,NONE,UNIQUE UNBREAKABLE,,,,,7,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2DEX,,,"","","Object 'a buckskin tunic', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: normal
Weight: 12, Value: 1770, Rent: 1770, Min Level: 5
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 7
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DEX By 2"
"superior enchanted lightning bow",WEAPON,WIELD,RANGER,NONE,wood,special,22,45,3000,0,NONE,!DONATE !SELL UNBREAKABLE MAIN_HAND_WPN QUEST_ITEM PC_USE_ONLY,,,,,,CUSTOMIZABLE,BIND_ON_EQUIP,5,1,1,,1,,,,,,shock,2D6,7.0,special attack,-1DAMROLL 5ELEC_DMG,,,random,random,"Object 'superior enchanted lightning bow', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: RANGER 
Race restrictions: NONE 
Object Material: wood
Size: special
Weight: 22, Value: 45, Rent: 3000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE MAIN_HAND_WPN QUEST_ITEM PC_USE_ONLY 
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Remaining Enchants Available: 5
Dice 1 Sockets Remaining: 1, Dice 2 Sockets Remaining: 1
Proficiency Sockets Remaining: 1
Damage Type: shock,  Damage Dice: '2D6', Average Damage 7.0.
Requires Weapon Skill: special attack
Contains the following affect powers upon enchanting:
   ELEC_DMG By 5
   DAMROLL By -1"
"A filigreed silver locket",CONTAINER,NECK,NONE,NONE,silver,special,1,16000,4000,0,NONE,GLOW MAGIC UNBREAKABLE GOOD_FLAGGED,,,,,,,,,,,,,,,,,,,,,,,,,"Kalinda, the ice faerie","Swamp","Object 'A filigreed silver locket', Item type: CONTAINER
Can be worn on: TAKE NECK 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: silver
Size: special
Weight: 1, Value: 16000, Rent: 4000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: GLOW MAGIC UNBREAKABLE GOOD_FLAGGED "
"a rough iron bracelet",WORN,WRIST,PALADIN MONK RANGER BERSERKER,NONE,iron,normal,7,50000,5000,20,BAT_SONAR,ANTI_EVIL UNIQUE UNBREAKABLE GOOD_FLAGGED,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 2HITROLL,,,"Goro, Honu chieftain","Darkmire","Object 'a rough iron bracelet', Item type: WORN
Can be worn on: TAKE WRIST 
Class restrictions: PALADIN MONK RANGER BERSERKER 
Race restrictions: NONE 
Object Material: iron
Size: normal
Weight: 7, Value: 50000, Rent: 5000, Min Level: 20
Item will give you following abilities:  BAT_SONAR 
Item is: ANTI_EVIL UNIQUE UNBREAKABLE GOOD_FLAGGED 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 2
   DAMROLL By 1"
"The legendary greatsword, 'Slayer'",WEAPON,WIELD,FIGHTER PALADIN ANTIPALADIN RANGER,NONE,atlantian steel,large,13,135000,13500,25,AIRWALK,HUM MAGIC TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,6D8,27.0,slash attack,-1CON -2DEX 5HITROLL 10MELEE_CRIT_DMG 2MELEE_CRIT_PCT,,,"Sisyphus","Swamp","Object 'The legendary greatsword, 'Slayer'', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: FIGHTER PALADIN ANTIPALADIN RANGER 
Race restrictions: NONE 
Object Material: atlantian steel
Size: large
Weight: 13, Value: 135000, Rent: 13500, Min Level: 25
Item will give you following abilities:  AIRWALK 
Item is: HUM MAGIC TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '6D8', Average Damage 27.0.
Requires Weapon Skill: slash attack
Can affect you as:
   DEX By -2
   CON By -1
   HITROLL By 5
   MELEE_CRIT_DMG By 10
   MELEE_CRIT_PCT By 2"
"some clawed boots",ARMOR,FEET,NONE,NONE,steel,large,4,95000,9000,20,NONE,UNIQUE UNBREAKABLE,,,,,12,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-35ARMOR_POINTS 2DAMROLL -2DEX 3MOVE_GAIN,,,"Sisyphus","Swamp","Object 'some clawed boots', Item type: ARMOR
Can be worn on: TAKE FEET 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: steel
Size: large
Weight: 4, Value: 95000, Rent: 9000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 12
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   ARMOR_POINTS By -35
   DAMROLL By 2
   MOVE_GAIN By 3
   DEX By -2"
"the Ring of the Lizardkind",ARMOR,FINGER,MONK WARRIOR ROGUE,NONE,gold,large,1,50000,80000,15,NONE,UNIQUE UNBREAKABLE,,,,,0,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-1CON 2DAMROLL 3MANA_GAIN 25MAXMANA -1STR,,,"Sisyphus","Swamp","Object 'the Ring of the Lizardkind', Item type: ARMOR
Can be worn on: TAKE FINGER 
Class restrictions: MONK WARRIOR ROGUE 
Race restrictions: NONE 
Object Material: gold
Size: large
Weight: 1, Value: 50000, Rent: 80000, Min Level: 15
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 0
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   CON By -1
   STR By -1
   DAMROLL By 2
   MAXMANA By 25
   MANA_GAIN By 3"
"A breastplate of tortoise shell",ARMOR,BODY,NONE,NONE,bone,large,12,62000,7000,15,NONE,HUM UNIQUE UNBREAKABLE,,,,,10,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2DAMROLL 2HITROLL 10MAXHIT 25RESIST_ELEC,,,"Sisyphus","Swamp","Object 'A breastplate of tortoise shell', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: bone
Size: large
Weight: 12, Value: 62000, Rent: 7000, Min Level: 15
Item will give you following abilities:  NONE 
Item is: HUM UNIQUE UNBREAKABLE 
AP-apply is 10
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 2
   DAMROLL By 2
   RESIST_ELEC By 25
   MAXHIT By 10"
